"","FID","name","StudyArea","Area","ExtraTerr","LENGTH","KDEClass","LineDensity","AnimalID","Season","Year"
"437",178,"BW0362015Snow 95% ML","BC",3417.53221601,0,3790147.54090422,"% ML",1.10903052300389,"BW036","Snow","2015"
"438",179,"BW0362015Snow 95% high","BC",5673.91022538,0,6047790.14812713,"high",1.0658945784998,"BW036","Snow","2015"
"439",180,"BW0362015SnowFree 95% low","BC",1293.37559919,0,1200270.30301728," low",0.928013721434801,"BW036","SnowFree","2015"
"440",181,"BW0362015SnowFree 95% ML","BC",1692.55990565,0,1712322.59059732,"% ML",1.01167621003035,"BW036","SnowFree","2015"
"441",182,"BW0362015SnowFree 95% high","BC",2145.20069769,0,2326861.21337764,"high",1.08468229377477,"BW036","SnowFree","2015"
"442",183,"BW0382014Snow 95% low","BC",662.629178515,0,1855606.33882496," low",2.80036919440147,"BW038","Snow","2014"
"443",184,"BW0382014Snow 95% ML","BC",1013.47011841,0,2660746.69248392,"% ML",2.625382479612,"BW038","Snow","2014"
"444",185,"BW0382014Snow 95% high","BC",1437.51835523,0,3634716.00682619,"high",2.52846580609027,"BW038","Snow","2014"
"445",186,"BW0382015Snow 95% low","BC",581.437842874,0,1696816.00520413," low",2.91831023040555,"BW038","Snow","2015"
"446",187,"BW0382015Snow 95% ML","BC",791.459212714,0,2253217.29222482,"% ML",2.84691523710779,"BW038","Snow","2015"
"447",188,"BW0382015Snow 95% high","BC",1033.23956754,0,2806764.61791929,"high",2.71647031927146,"BW038","Snow","2015"
"448",189,"BW0382015SnowFree 95% low","BC",722.553107015,0,2048373.22255852," low",2.83491026842404,"BW038","SnowFree","2015"
"449",190,"BW0382015SnowFree 95% ML","BC",916.556165527,0,2562262.84866905,"% ML",2.79553282716265,"BW038","SnowFree","2015"
"450",191,"BW0382015SnowFree 95% high","BC",1132.79751343,0,3075863.75335236,"high",2.71528116621561,"BW038","SnowFree","2015"
"451",192,"BW0382016Snow 95% low","BC",949.677345429,0,2690918.37278611," low",2.83350801800009,"BW038","Snow","2016"
"452",193,"BW0382016Snow 95% ML","BC",1313.65535442,0,3544600.52964544,"% ML",2.69827281388461,"BW038","Snow","2016"
"453",194,"BW0382016Snow 95% high","BC",1735.50634859,0,4426571.55738089,"high",2.55059369905344,"BW038","Snow","2016"
"454",195,"BW0382016SnowFree 95% low","BC",582.181061574,0,1616151.59959618," low",2.7760291535879,"BW038","SnowFree","2016"
"455",196,"BW0382016SnowFree 95% ML","BC",701.697365948,0,1986285.14039968,"% ML",2.83068632830934,"BW038","SnowFree","2016"
"456",197,"BW0382016SnowFree 95% high","BC",831.900751107,0,2324873.44221293,"high",2.79465241390785,"BW038","SnowFree","2016"
"457",198,"BW0382017SnowFree 95% low","BC",671.550183574,0,1827121.12489107," low",2.7207514338945,"BW038","SnowFree","2017"
"458",199,"BW0382017SnowFree 95% ML","BC",868.289538107,0,2292408.17679625,"% ML",2.64014257478449,"BW038","SnowFree","2017"
"459",200,"BW0382017SnowFree 95% high","BC",1089.65846118,0,2796689.30217947,"high",2.56657420817062,"BW038","SnowFree","2017"
"460",201,"BW0392014Snow 95% low","BC",744.561616639,0,2012213.07572928," low",2.70254741953062,"BW039","Snow","2014"
"461",202,"BW0392014Snow 95% ML","BC",1161.00735392,0,3009702.19983257,"% ML",2.59231966935496,"BW039","Snow","2014"
"462",203,"BW0392014Snow 95% high","BC",1667.97609858,0,4129839.72325527,"high",2.47595857444908,"BW039","Snow","2014"
"463",204,"BW0392015Snow 95% low","BC",767.348017506,0,2214150.46207575," low",2.88545798198851,"BW039","Snow","2015"
"464",205,"BW0392015Snow 95% ML","BC",980.310221642,0,2708245.27983361,"% ML",2.76264107018832,"BW039","Snow","2015"
"465",206,"BW0392015Snow 95% high","BC",1218.88941718,0,3184669.22530207,"high",2.61276304512518,"BW039","Snow","2015"
"466",207,"BW0392015SnowFree 95% low","BC",788.378617169,0,2228326.04857882," low",2.82646687778082,"BW039","SnowFree","2015"
"467",208,"BW0392015SnowFree 95% ML","BC",963.540774369,0,2679255.72105474,"% ML",2.78063553959024,"BW039","SnowFree","2015"
"468",209,"BW0392015SnowFree 95% high","BC",1155.5988375,0,3163596.07041917,"high",2.73762482944621,"BW039","SnowFree","2015"
"469",210,"BW0392016SnowFree 95% low","BC",722.950785759,0,2009650.76480035," low",2.77978917014454,"BW039","SnowFree","2016"
"470",211,"BW0392016SnowFree 95% ML","BC",849.420524794,0,2373136.64177012,"% ML",2.79383011417772,"BW039","SnowFree","2016"
"471",212,"BW0392016SnowFree 95% high","BC",985.997165279,0,2695316.85647924,"high",2.73359493454179,"BW039","SnowFree","2016"
"472",213,"BW0402014Snow 95% low","BC",625.57571314,0,1783979.14624906," low",2.85173977949783,"BW040","Snow","2014"
"473",214,"BW0402014Snow 95% ML","BC",1038.6946162,0,2869272.93061761,"% ML",2.76238355900473,"BW040","Snow","2014"
"474",215,"BW0402014Snow 95% high","BC",1553.64789697,0,4063295.47055504,"high",2.61532582670725,"BW040","Snow","2014"
"475",216,"BW0402015Snow 95% low","BC",1358.81108425,1,3319992.23961114," low",2.44330670988279,"BW040","Snow","2015"
"476",217,"BW0402015Snow 95% ML","BC",1897.6655235,1,4117615.11594696,"% ML",2.16983186180911,"BW040","Snow","2015"
"477",218,"BW0402015Snow 95% high","BC",2527.09315479,1,5067480.74775421,"high",2.00526076300314,"BW040","Snow","2015"
"478",219,"BW0402015SnowFree 95% low","BC",2065.64502129,1,4900727.24942689," low",2.37249246550909,"BW040","SnowFree","2015"
"479",220,"BW0402015SnowFree 95% ML","BC",2940.45278833,1,6166252.6022849,"% ML",2.09704186605457,"BW040","SnowFree","2015"
"480",221,"BW0402015SnowFree 95% high","BC",3970.07398042,1,7614127.06764218,"high",1.91788039849995,"BW040","SnowFree","2015"
"481",222,"BW0402016Snow 95% low","BC",895.430375913,0,2484456.58772662," low",2.77459493731538,"BW040","Snow","2016"
"482",223,"BW0402016Snow 95% ML","BC",1436.80284408,0,3757579.59809273,"% ML",2.61523674843416,"BW040","Snow","2016"
"483",224,"BW0402016Snow 95% high","BC",2104.2604949,0,5214338.33177972,"high",2.47799088773347,"BW040","Snow","2016"
"484",225,"BW0402016SnowFree 95% low","BC",873.076391064,0,2387329.99737576," low",2.73438844734579,"BW040","SnowFree","2016"
"485",226,"BW0402016SnowFree 95% ML","BC",1045.98643352,0,2850647.50175638,"% ML",2.72531976553774,"BW040","SnowFree","2016"
"486",227,"BW0402016SnowFree 95% high","BC",1234.76302309,0,3365362.16000744,"high",2.72551258587709,"BW040","SnowFree","2016"
"487",228,"BW0412014Snow 95% low","BC",928.266188395,0,1092256.43390102," low",1.17666295245502,"BW041","Snow","2014"
"488",229,"BW0412014Snow 95% ML","BC",3272.44219159,0,3817392.45530795,"% ML",1.16652708644279,"BW041","Snow","2014"
"489",230,"BW0412014Snow 95% high","BC",7061.31341378,0,7539352.69034574,"high",1.06769835136235,"BW041","Snow","2014"
"490",231,"BW0412015Snow 95% low","BC",1307.58908916,0,1960625.5020726," low",1.49942020649018,"BW041","Snow","2015"
"491",232,"BW0412015Snow 95% ML","BC",3244.07426287,0,4708691.72948924,"% ML",1.45147470370284,"BW041","Snow","2015"
"492",233,"BW0412015Snow 95% high","BC",6041.19448589,0,7281204.98050906,"high",1.20525915818722,"BW041","Snow","2015"
"493",234,"BW0412015SnowFree 95% low","BC",6169.35793862,1,5758883.46687959," low",0.933465609253947,"BW041","SnowFree","2015"
"494",235,"BW0412015SnowFree 95% ML","BC",12167.7794078,1,11165196.8670924,"% ML",0.917603491392615,"BW041","SnowFree","2015"
"495",236,"BW0412015SnowFree 95% high","BC",20406.3604478,1,15898646.5882273,"high",0.779102507225454,"BW041","SnowFree","2015"
"496",237,"BW042nex2015Snow 95% low","BC",3642.38928983,0,3920275.20250698," low",1.07629220562801,"BW042","Snow","2015"
"497",238,"BW042nex2015Snow 95% ML","BC",5671.80522463,0,5961185.73761781,"% ML",1.05102088339197,"BW042","Snow","2015"
"498",239,"BW042nex2015Snow 95% high","BC",8139.65830009,0,9045186.67869843,"high",1.11124894255062,"BW042","Snow","2015"
"499",240,"BW042nex2015SnowFree 95% low","BC",1368.05238362,0,1662313.46824189," low",1.21509489559402,"BW042","Snow","2015"
"500",241,"BW042nex2015SnowFree 95% ML","BC",2684.1738478,0,3198550.81756842,"% ML",1.19163325437732,"BW042","Snow","2015"
"501",242,"BW042nex2015SnowFree 95% high","BC",4435.52255712,0,5076369.27670311,"high",1.14448054571483,"BW042","Snow","2015"
"502",243,"BW042nex2016SnowFree 95% low","BC",2362.44918265,0,2795550.34239641," low",1.18332718558652,"BW042","Snow","2016"
"503",244,"BW042nex2016SnowFree 95% ML","BC",3540.43192661,0,3840412.30984636,"% ML",1.08472988309186,"BW042","Snow","2016"
"504",245,"BW042nex2016SnowFree 95% high","BC",4957.78740719,0,4678355.97287027,"high",0.943637874848266,"BW042","Snow","2016"
"505",246,"BW043nex2015Snow 95% low","BC",3636.68839724,0,3964312.66388735," low",1.09008862758107,"BW043","Snow","2015"
"506",247,"BW043nex2015Snow 95% ML","BC",6278.84186045,0,6996499.27880237,"% ML",1.11429773743353,"BW043","Snow","2015"
"507",248,"BW043nex2015Snow 95% high","BC",9629.42163918,0,11058502.0386258,"high",1.14840770847869,"BW043","Snow","2015"
"508",249,"BW043nex2015SnowFree 95% low","BC",1383.31220659,0,1795895.50371044," low",1.29825754096214,"BW043","Snow","2015"
"509",250,"BW043nex2015SnowFree 95% ML","BC",2491.89542662,0,3175206.69259764,"% ML",1.27421345963321,"BW043","Snow","2015"
"510",251,"BW043nex2015SnowFree 95% high","BC",3920.05553053,0,4869967.26590337,"high",1.24232098958173,"BW043","Snow","2015"
"511",252,"BW043nex2016SnowFree 95% low","BC",1648.21603859,0,1964578.70368287," low",1.1919424745821,"BW043","Snow","2016"
"512",253,"BW043nex2016SnowFree 95% ML","BC",2843.0544764,0,3295366.89030664,"% ML",1.15909382590494,"BW043","Snow","2016"
"513",254,"BW043nex2016SnowFree 95% high","BC",4356.66150688,0,4614902.65365132,"high",1.05927500825196,"BW043","Snow","2016"
"514",255,"BW044nex2014Snow 95% low","BC",757.260647569,0,1087733.67872767," low",1.43640592208188,"BW044","Snow","2014"
"515",256,"BW044nex2014Snow 95% ML","BC",1224.96979289,0,1697135.48580777,"% ML",1.38545088675519,"BW044","Snow","2014"
"516",257,"BW044nex2014Snow 95% high","BC",1802.13859819,0,2480102.01311553,"high",1.37619937534574,"BW044","Snow","2014"
"517",258,"BW044nex2015Snow 95% low","BC",2941.60135803,0,3179847.385537," low",1.08099194911528,"BW044","Snow","2015"
"518",259,"BW044nex2015Snow 95% ML","BC",5166.82134292,0,4997889.01618266,"% ML",0.967304399450771,"BW044","Snow","2015"
"519",260,"BW044nex2015Snow 95% high","BC",8005.4293339,0,8273231.69953936,"high",1.03345259254308,"BW044","Snow","2015"
"520",261,"BW044nex2015SnowFree 95% low","BC",1362.0784292,0,1799927.38384818," low",1.32145649271118,"BW044","Snow","2015"
"521",262,"BW044nex2015SnowFree 95% ML","BC",1695.98691332,0,2240174.96833625,"% ML",1.32086807435971,"BW044","Snow","2015"
"522",263,"BW044nex2015SnowFree 95% high","BC",2065.19080117,0,2674105.22521218,"high",1.29484656996206,"BW044","Snow","2015"
"523",264,"BW045nex2015Snow 95% low","BC",5164.32435165,0,5476288.50935214," low",1.0604075453941,"BW045","Snow","2015"
"524",265,"BW045nex2015Snow 95% ML","BC",8495.88756385,0,9229582.83251168,"% ML",1.08635887223644,"BW045","Snow","2015"
"525",266,"BW045nex2015Snow 95% high","BC",12644.1080314,0,13332012.2492457,"high",1.05440512024552,"BW045","Snow","2015"
"526",267,"BW045nex2015SnowFree 95% low","BC",1521.80339873,0,1970025.48919171," low",1.29453350599411,"BW045","Snow","2015"
"527",268,"BW045nex2015SnowFree 95% ML","BC",2911.65124652,0,3614898.55990616,"% ML",1.24152869071345,"BW045","Snow","2015"
"528",269,"BW045nex2015SnowFree 95% high","BC",4742.77923767,0,5676248.1846208,"high",1.19681897473461,"BW045","Snow","2015"
"529",270,"BW045nex2016Snow 95% low","BC",1527.77894575,0,2396952.11669506," low",1.5689129133262,"BW045","Snow","2016"
"530",271,"BW045nex2016Snow 95% ML","BC",2195.40773796,0,3491736.02848346,"% ML",1.59047267990775,"BW045","Snow","2016"
"531",272,"BW045nex2016Snow 95% high","BC",2981.28603007,0,4722019.80733694,"high",1.58388687288286,"BW045","Snow","2016"
"532",273,"BW045nex2016SnowFree 95% low","BC",4897.60147802,0,6943609.68694996," low",1.41775718545338,"BW045","Snow","2016"
"533",274,"BW045nex2016SnowFree 95% ML","BC",8098.83986206,0,10482077.8776574,"% ML",1.29426906275329,"BW045","Snow","2016"
"534",275,"BW045nex2016SnowFree 95% high","BC",12081.8992452,0,14135598.351398,"high",1.16998147927892,"BW045","Snow","2016"
"535",276,"BW046nex2015Snow 95% low","BC",2364.60509179,0,3024173.39861337," low",1.27893380975682,"BW046","Snow","2015"
"536",277,"BW046nex2015Snow 95% ML","BC",5586.71826227,0,6025058.40668376,"% ML",1.07846111506537,"BW046","Snow","2015"
"537",278,"BW046nex2015Snow 95% high","BC",10165.4842372,0,11702926.2706843,"high",1.15124139663295,"BW046","Snow","2015"
"538",279,"BW046nex2015SnowFree 95% low","BC",1683.23923116,0,2236456.63757632," low",1.32866237678828,"BW046","Snow","2015"
"539",280,"BW046nex2015SnowFree 95% ML","BC",2180.42501046,0,2824283.17728384,"% ML",1.29529021348366,"BW046","Snow","2015"
"540",281,"BW046nex2015SnowFree 95% high","BC",2741.40498826,0,3481443.80255413,"high",1.26994873703934,"BW046","Snow","2015"
"541",282,"BW047nex2015SnowFree 95% low","BC",982.420272676,0,2379821.24581248," low",2.42240649139917,"BW047","Snow","2015"
"542",283,"BW047nex2015SnowFree 95% ML","BC",1237.35218956,0,2864970.07126611,"% ML",2.31540388859286,"BW047","Snow","2015"
"543",284,"BW047nex2015SnowFree 95% high","BC",1521.6657729,0,3385726.54539175,"high",2.22501327537861,"BW047","Snow","2015"
"544",285,"BW049nex2015Snow 95% low","BC",1617.72687294,0,3279243.76594367," low",2.02706885865355,"BW049","Snow","2015"
"545",286,"BW049nex2015Snow 95% ML","BC",2206.55501973,0,4495552.60404877,"% ML",2.03736256918663,"BW049","Snow","2015"
"546",287,"BW049nex2015Snow 95% high","BC",2885.04147884,0,5834865.07083024,"high",2.02245448241399,"BW049","Snow","2015"
"547",288,"BW049nex2015SnowFree 95% low","BC",1175.78215133,0,2871736.22911439," low",2.4424050202378,"BW049","Snow","2015"
"548",289,"BW049nex2015SnowFree 95% ML","BC",1656.03477514,0,3624992.61471414,"% ML",2.18895923511491,"BW049","Snow","2015"
"549",290,"BW049nex2015SnowFree 95% high","BC",2219.07494428,0,4689933.92490356,"high",2.11346351189831,"BW049","Snow","2015"
"550",291,"BW049nex2016Snow 95% low","BC",1480.21895234,0,2962198.79466364," low",2.001189614537,"BW049","Snow","2016"
"551",292,"BW049nex2016Snow 95% ML","BC",2412.92802663,0,4883929.99185691,"% ML",2.02406782877731,"BW049","Snow","2016"
"552",293,"BW049nex2016Snow 95% high","BC",3568.72959514,0,7214394.36221771,"high",2.02155813991693,"BW049","Snow","2016"
"553",294,"BW049nex2016SnowFree 95% low","BC",1144.07549682,0,2751031.55290757," low",2.4045891731395,"BW049","Snow","2016"
"554",295,"BW049nex2016SnowFree 95% ML","BC",1410.02100178,0,3363125.43896979,"% ML",2.38515982011914,"BW049","Snow","2016"
"555",296,"BW049nex2016SnowFree 95% high","BC",1703.0263698,0,3968823.40287086,"high",2.33045328789416,"BW049","Snow","2016"
"556",297,"BW0502014Snow 95% low","BC",1005.23854678,0,1860484.04440785," low",1.85078860173776,"BW050","Snow","2014"
"557",298,"BW0502014Snow 95% ML","BC",2634.96725349,0,5051697.07745635,"% ML",1.91717641680951,"BW050","Snow","2014"
"558",299,"BW0502014Snow 95% high","BC",5033.87471393,0,9923957.0876674,"high",1.9714350578105,"BW050","Snow","2014"
"559",300,"BW0502015SnowFree 95% low","BC",1042.87324242,0,2461742.71127861," low",2.36053876074729,"BW050","SnowFree","2015"
"560",301,"BW0502015SnowFree 95% ML","BC",1316.50677913,0,2990988.80701651,"% ML",2.27191295512589,"BW050","SnowFree","2015"
"561",302,"BW0502015SnowFree 95% high","BC",1621.42141365,0,3591531.30831724,"high",2.2150511138448,"BW050","SnowFree","2015"
"562",303,"BW0512014Snow 95% low","BC",838.094970629,0,379236.338374924," low",0.452498048151157,"BW051","Snow","2014"
"563",304,"BW0512014Snow 95% ML","BC",1778.44349806,0,959978.080878261,"% ML",0.53978553826728,"BW051","Snow","2014"
"564",305,"BW0512014Snow 95% high","BC",3063.97088766,0,1822221.80969463,"high",0.594725562515473,"BW051","Snow","2014"
"565",306,"BW0512015SnowFree 95% low","BC",14636.3815296,1,5729040.48802966," low",0.391424647987174,"BW051","SnowFree","2015"
"566",307,"BW0512015SnowFree 95% ML","BC",49463.432206,1,31249197.2185266,"% ML",0.631763624658785,"BW051","SnowFree","2015"
"567",308,"BW0512015SnowFree 95% high","BC",104961.246812,1,56441782.3968432,"high",0.537739252449413,"BW051","SnowFree","2015"
"568",309,"BW0522015Snow 95% low","BC",1017.6580312,0,2654577.795633," low",2.60851652937164,"BW052","Snow","2015"
"569",310,"BW0522015Snow 95% ML","BC",1548.76891673,0,3540690.30859412,"% ML",2.28613208229267,"BW052","Snow","2015"
"570",311,"BW0522015Snow 95% high","BC",2188.62815512,0,4496961.85658409,"high",2.05469432807216,"BW052","Snow","2015"
"571",312,"BW0522016Snow 95% low","BC",640.448034764,0,1598974.54408354," low",2.49664993456144,"BW052","Snow","2016"
"572",313,"BW0522016Snow 95% ML","BC",1264.26029108,0,3179004.07397926,"% ML",2.51451706298834,"BW052","Snow","2016"
"573",314,"BW0522016Snow 95% high","BC",2094.6510015,0,4879590.2558753,"high",2.32954809769311,"BW052","Snow","2016"
"574",315,"BW0522016SnowFree 95% low","BC",694.024961407,0,1922695.33964321," low",2.77035473730703,"BW052","SnowFree","2016"
"575",316,"BW0522016SnowFree 95% ML","BC",838.588710102,0,2239951.80430165,"% ML",2.67109701969301,"BW052","SnowFree","2016"
"576",317,"BW0522016SnowFree 95% high","BC",996.88783004,0,2626076.70036591,"high",2.6342750119244,"BW052","SnowFree","2016"
"577",318,"BW0532015Snow 95% low","BC",2119.39042764,0,1776595.49363535," low",0.838257770001179,"BW053","Snow","2015"
"578",319,"BW0532015Snow 95% ML","BC",5465.54903754,0,4706244.75237343,"% ML",0.861074472125068,"BW053","Snow","2015"
"579",320,"BW0532015Snow 95% high","BC",10361.4488794,0,9496302.06848157,"high",0.916503297850703,"BW053","Snow","2015"
"580",321,"BW0532016Snow 95% low","BC",3302.39067249,0,2843230.00598776," low",0.860961130272321,"BW053","Snow","2016"
"581",322,"BW0532016Snow 95% ML","BC",5210.47896143,0,4158682.45651426,"% ML",0.798138230150904,"BW053","Snow","2016"
"582",323,"BW0532016Snow 95% high","BC",7543.63102021,0,6744394.49893949,"high",0.894051482750245,"BW053","Snow","2016"
"583",324,"BW0532016SnowFree 95% low","BC",2741.18717084,0,2505662.38565346," low",0.914079276420089,"BW053","SnowFree","2016"
"584",325,"BW0532016SnowFree 95% ML","BC",3993.40259898,0,3408858.6346264,"% ML",0.853622581278705,"BW053","SnowFree","2016"
"585",326,"BW0532016SnowFree 95% high","BC",5476.18441846,0,4661511.48047077,"high",0.851233472845983,"BW053","SnowFree","2016"
"586",327,"BW0532017SnowFree 95% low","BC",864.45555339,0,675884.97911618," low",0.781862036128599,"BW053","SnowFree","2017"
"587",328,"BW0532017SnowFree 95% ML","BC",1847.98280772,0,1734644.86142512,"% ML",0.93866937191114,"BW053","SnowFree","2017"
"588",329,"BW0532017SnowFree 95% high","BC",3195.04653331,0,2869374.7409867,"high",0.898069781166563,"BW053","SnowFree","2017"
"589",0,"W001C2014Snow 95% low","RICC",616.41143537,0,807625.770480606," low",1.31020569077507,"W001C","Snow","2014"
"590",1,"W001C2014Snow 95% ML","RICC",949.286450966,0,1478018.92775216,"% ML",1.55697885106031,"W001C","Snow","2014"
"591",2,"W001C2014Snow 95% high","RICC",1352.07784755,0,1957107.39415681,"high",1.44748129532862,"W001C","Snow","2014"
"592",3,"W001C2015SnowFree 95% low","RICC",666.54541846,0,1023240.21831073," low",1.53513952683801,"W001C","SnowFree","2015"
"593",4,"W001C2015SnowFree 95% ML","RICC",812.416063503,0,1226041.93217509,"% ML",1.5091305886895,"W001C","SnowFree","2015"
"594",5,"W001C2015SnowFree 95% high","RICC",972.926046818,0,1410621.74305799,"high",1.4498756073717,"W001C","SnowFree","2015"
"595",6,"W001R2014Snow 95% low","RICC",651.049541606,0,900828.315379703," low",1.38365555585455,"W001R","Snow","2014"
"596",7,"W001R2014Snow 95% ML","RICC",927.620014931,0,1428175.56196333,"% ML",1.53961270668526,"W001R","Snow","2014"
"597",8,"W001R2014Snow 95% high","RICC",1253.05868954,0,1825391.48807477,"high",1.45674859710272,"W001R","Snow","2014"
"598",9,"W001R2015SnowFree 95% low","RICC",793.090776855,0,1151531.61175311," low",1.45195436053299,"W001R","SnowFree","2015"
"599",10,"W001R2015SnowFree 95% ML","RICC",965.336677617,0,1376686.22204016,"% ML",1.42612028938815,"W001R","SnowFree","2015"
"600",11,"W001R2015SnowFree 95% high","RICC",1152.86782121,0,1620598.44649601,"high",1.40571053912764,"W001R","SnowFree","2015"
"601",12,"W002C2014Snow 95% low","RICC",1024.04210426,0,1165355.68490718," low",1.13799586956368,"W002C","Snow","2014"
"602",13,"W002C2014Snow 95% ML","RICC",1552.50884259,0,1737108.7939345,"% ML",1.11890428336404,"W002C","Snow","2014"
"603",14,"W002C2014Snow 95% high","RICC",2189.90352577,0,2500481.56996536,"high",1.14182270613321,"W002C","Snow","2014"
"604",15,"W002C2015SnowFree 95% low","RICC",511.358033233,0,792734.762720215," low",1.55025385581262,"W002C","SnowFree","2015"
"605",16,"W002C2015SnowFree 95% ML","RICC",601.823472495,0,926391.824450663,"% ML",1.53930823038538,"W002C","SnowFree","2015"
"606",17,"W002C2015SnowFree 95% high","RICC",698.706883245,0,1054461.70951605,"high",1.50916175981953,"W002C","SnowFree","2015"
"607",18,"W002D2012Snow 95% low","RICC",1974.14342922,1,193699.254504996," low",0.0981181263924312,"W002D","Snow","2012"
"608",19,"W002D2012Snow 95% ML","RICC",4808.83033304,1,771888.411077178,"% ML",0.16051479416393,"W002D","Snow","2012"
"609",20,"W002D2012Snow 95% high","RICC",8871.02775864,1,1847498.18952483,"high",0.208262023272946,"W002D","Snow","2012"
"610",21,"W002D2013Snow 95% low","RICC",5628.73508067,1,1278389.12877058," low",0.227118368594176,"W002D","Snow","2013"
"611",22,"W002D2013Snow 95% ML","RICC",9581.07091456,1,1940821.42741425,"% ML",0.202568318794599,"W002D","Snow","2013"
"612",23,"W002D2013Snow 95% high","RICC",14564.3274938,1,2657127.88894546,"high",0.182440822624772,"W002D","Snow","2013"
"613",24,"W002D2013SnowFree 95% low","RICC",2802.52129584,1,300481.762404822," low",0.107218368991826,"W002D","SnowFree","2013"
"614",25,"W002D2013SnowFree 95% ML","RICC",4093.11544477,1,462510.282645208,"% ML",0.112997126244309,"W002D","SnowFree","2013"
"615",26,"W002D2013SnowFree 95% high","RICC",5630.22648478,1,696704.414689799,"high",0.123743585906033,"W002D","SnowFree","2013"
"616",27,"W002R2014Snow 95% low","RICC",2084.64719174,0,850811.291132213," low",0.40813203044783,"W002R","Snow","2014"
"617",28,"W002R2014Snow 95% ML","RICC",3682.84712252,0,1421293.68987126,"% ML",0.385922532917612,"W002R","Snow","2014"
"618",29,"W002R2014Snow 95% high","RICC",5726.34791487,0,2211830.11456102,"high",0.386254930270201,"W002R","Snow","2014"
"619",30,"W002R2015SnowFree 95% low","RICC",1232.53195603,0,660973.297302202," low",0.536272746575436,"W002R","SnowFree","2015"
"620",31,"W002R2015SnowFree 95% ML","RICC",1728.11518214,0,865989.868902533,"% ML",0.501118141807041,"W002R","SnowFree","2015"
"621",32,"W002R2015SnowFree 95% high","RICC",2305.06862516,0,1090432.31143978,"high",0.473058502266539,"W002R","SnowFree","2015"
"622",33,"W003D2012Snow 95% low","RICC",163.370766537,0,154381.83545138," low",0.944978338070148,"W003D","Snow","2012"
"623",34,"W003D2012Snow 95% ML","RICC",221.429144258,0,220355.238342816,"% ML",0.995150114865037,"W003D","Snow","2012"
"624",35,"W003D2012Snow 95% high","RICC",288.413007808,0,279197.08267104,"high",0.968046083611127,"W003D","Snow","2012"
"625",36,"W003D2013Snow 95% low","RICC",205.20563212,0,200090.413916633," low",0.975072720224482,"W003D","Snow","2013"
"626",37,"W003D2013Snow 95% ML","RICC",260.843836263,0,243088.388375608,"% ML",0.931930736252897,"W003D","Snow","2013"
"627",38,"W003D2013Snow 95% high","RICC",323.074838419,0,291746.798323382,"high",0.903031631157274,"W003D","Snow","2013"
"628",39,"W003D2013SnowFree 95% low","RICC",250.986306714,0,240180.047085615," low",0.956944823923405,"W003D","SnowFree","2013"
"629",40,"W003D2013SnowFree 95% ML","RICC",286.728479326,0,273943.975191731,"% ML",0.95541250675789,"W003D","SnowFree","2013"
"630",41,"W003D2013SnowFree 95% high","RICC",324.633556883,0,303586.705657301,"high",0.93516735784254,"W003D","SnowFree","2013"
"631",42,"W003D2014Snow 95% low","RICC",413.237242046,0,364955.423625373," low",0.883161986607072,"W003D","Snow","2014"
"632",43,"W003D2014Snow 95% ML","RICC",505.690149427,0,439545.12057976,"% ML",0.869198502438323,"W003D","Snow","2014"
"633",44,"W003D2014Snow 95% high","RICC",607.460461736,0,512576.69309013,"high",0.843802560623104,"W003D","Snow","2014"
"634",45,"W003D2014SnowFree 95% low","RICC",354.982158418,0,309707.551794391," low",0.872459486906672,"W003D","SnowFree","2014"
"635",46,"W003D2014SnowFree 95% ML","RICC",409.770193168,0,347450.718082884,"% ML",0.847916036539129,"W003D","SnowFree","2014"
"636",47,"W003D2014SnowFree 95% high","RICC",468.525448657,0,405114.039780971,"high",0.864657492868756,"W003D","SnowFree","2014"
"637",48,"W003D2015SnowFree 95% low","RICC",354.629091017,0,354067.05560232," low",0.998415145770844,"W003D","SnowFree","2015"
"638",49,"W003D2015SnowFree 95% ML","RICC",407.680951918,0,388267.168880723,"% ML",0.952379960491307,"W003D","SnowFree","2015"
"639",50,"W003D2015SnowFree 95% high","RICC",464.628248031,0,430020.135323854,"high",0.925514402419983,"W003D","SnowFree","2015"
"640",51,"W003F2012Snow 95% low","RICC",106.524680732,0,221238.620934742," low",2.0768766394273,"W003F","Snow","2012"
"641",52,"W003F2012Snow 95% ML","RICC",149.212874554,0,301056.429022286,"% ML",2.01763038157498,"W003F","Snow","2012"
"642",53,"W003F2012Snow 95% high","RICC",198.849685903,0,413890.102147875,"high",2.08142195582734,"W003F","Snow","2012"
"643",54,"W003F2013SnowFree 95% low","RICC",443.317347115,0,751800.487095559," low",1.69585172334918,"W003F","SnowFree","2013"
"644",55,"W003F2013SnowFree 95% ML","RICC",645.373990117,0,1163549.98711457,"% ML",1.8029080888488,"W003F","SnowFree","2013"
"645",56,"W003F2013SnowFree 95% high","RICC",884.749984914,0,1746463.29134819,"high",1.973962499155,"W003F","SnowFree","2013"
"646",57,"W003R2015SnowFree 95% low","RICC",325.85391413,0,339508.238139571," low",1.04190320698165,"W003R","SnowFree","2015"
"647",58,"W003R2015SnowFree 95% ML","RICC",404.983304153,0,436587.584644149,"% ML",1.07803847755464,"W003R","SnowFree","2015"
"648",59,"W003R2015SnowFree 95% high","RICC",492.648629982,0,525489.860878843,"high",1.06666258444288,"W003R","SnowFree","2015"
